TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,HASH
,82,bolanle-pepper-dem,bolanle pepper dem,A lady that loves to show off.,Male,hair: bald; eyes: back; teeth: none; clothing: kente; accessories: glasses; expression: proud; strength: strong; weakness: big spender;,46966104-775b-4443-90bb-b35afd121653,4551847dcb3b0994fe63e6b03914f4d02bf217060feb3e48362a91d423b6855c
,83,tayo-tailor,tayo tailor,A professional fashion designer.,Male,hair: black; eyes: black; teeth: none; clothing: orange shirt; accessories: glasses; expression: inquisitive; strength: creativity; weakness: opinionated;,70828783-ac38-48cf-b966-cfebc92ebd86,919ef998f82da69a89afd3884838d1dcbf50e068192806ee9e12c15dc9777416
,84,ajasco-comedian,ajasco comedian,A newbie comedian.,Male,hair: black; eyes: black; teeth: none; clothing: green shirt; accessories: glasses; expression: bold; strength: optimistic; weakness: unobservant;,8bebdb3a-f0a8-47ba-892f-39aa275fbd0d,2f8d29d849dee72397931dd6878068a63190adc3011409e4d19a9b6b7f8fb312
,85,tobi-babyboy,tobi babyboy,A guy who does not like stress.,Male,hair: black; eyes: black; teeth: none; clothing: white shirt; accessories: glasses; expression: friendly; strength: outgoing; weakness: lacks boundaries;,3da592d4-5dec-4bc5-8412-f1b2a0269f95,c997a66b059576a1650e3b6850556c8b9847a1e7cf9cbc751b953c38b31c2fa5
,86,esther-sassy,esther sassy,A rude lady.,Female,hair: brown; eyes: grey; teeth: none; clothing: animal print; accessories: necklace & earrings; expression: bold; strength: confident; weakness: judgemental;,0642a25a-966d-446f-b021-a6d18e7fa0c5,28bc9312cf1bcc86c244be2c11a64d0d86cf5130a3357b089bdf7ba90b5fe04a
,87,ozo-fineboi,ozo fineboi,A charming person.,Female,hair: brown; eyes: blue; teeth: none; clothing: aztec print blouse;  accessories: choker & hookah; expression: blank; strength: charismatic; weakness: proud;,,401c477f70bdab27ec3692937dc0a14d7986f09f0edbf2db04f3045a9afbd8d7
,88,ade-party-girl,ade party girl,The life of every party.,Female,hair: brown; eyes: blue; teeth: gap-tooth; clothing: one-sleeved blue top; accessories: none; expression: scary; strength: adventurous; weakness: impulsive;,7e3db30c-9faf-430d-ab48-b854fe0456b9,c6db8b6364b6824e4605d41b36409786c3840212aac670436ad135d81537daca
,89,john-casco,john casco,A very observant person.,Female,hair: black; eyes: blue; teeth: none  clothing: one-sleeved ankara top; accessories: earrings & necklace  expression: shocked; strength: unpredictable; weakness: loner;,2eff88ef-5bc2-4779-917a-533e952e2953,643ca68c221687ebbb6711105d5cb8439aa000e54462dd130c8dc05f748f715a
,90,agha-uwa,agha uwa,A woman of high social class.,Female,hair: brown; eyes: blue; teeth: none; clothing: ankara top with strap & full sleeve; accessories: earrings; expression: sad; strength: daring; weakness: loner;,8478a002-1eba-4a05-8b98-7170c6e39254,28b7728c1f0145ab49ac32b6edde4c2b29183cfb25af17ee4f58a0f714088ae8
,91,udeme-great,udeme great,A lady given to adventures.,Female,hair: purple; eyes: black; teeth: none  clothing: ankara top with blue sleeves; accessories: green necklace & green earrings  expression: clueless; strength: decisive; weakness: stubborn;,d1476409-6f8b-4be9-8c93-24d9123749c5,7afd114bfe86f630cdc162a0b88ae919377c14ce3381b3127b1e4749ad1b8944
,92,femi-tech-bro,femi tech bro,A rookie in the tech industry.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara top with blue suspenders; accessories: green necklace; expression: mischievous; strength: creativity; weakness: procastination;,ba3ec22a-13d5-4e19-9b7f-aac764fda28c,83b2bfb2653c122f3482fdedbc928353b624d1724877ffdaf689ab3468d9600d
,93,sai-baba,sai baba,A leader of a third-world country,Female,hair: brown; eyes: black; teeth: none; clothing: off-shoulder ankara top; accessories: earrings & necklace; expression: anxious; strength: trend spotter; weakness: distracted easily;,fdfff369-5b57-4612-9f89-f5d408f24a35,8d3edb5ba794412e087152acfccce35362ae0c3813667fee8804b0f1250eae12
,94,omo-pastor,omo pastor,A devout christian.,Female,hair: brown; eyes: black; teeth: none; clothing: spaghetti strap ankara top; accessories: green earrings & green necklace; expression: happy; strength: happiness; weakness: too emotional;,49e09559-61a6-41ff-811a-272721a7475c,262a70c81b78774d1ec7df36ac08db215cfd19f97a8eada1a7d72daeb484bd76
,95,obi-container,obi container,A rich south-easterner.,Female,hair: brown; eyes: black; teeth: none; clothing: animal print top; accessories: green necklace; expression: surprised; strength: wealthy; weakness: risk taker;,4b64cf48-94fa-4aed-8cf2-452974b48ee3,8a1667f542a880aa8d2c6ceeca4997db4591f3d324698010f7ca523e30a1fb5a
,96,erigga-international,erigga international,Superstar from South-South.,Female,hair: brown; eyes: black; teeth: none; clothing: half ankara; accessories: green necklace & red scrunchie; expression: curious; strength: talented; weakness: overconfident;,3ac39a5e-7b0c-4371-b0c8-7cb4b68aed2c,8069991489e88cc0abe99dc81652b4e25e914efd90389d4bb84c575dee98167b
,97,ayo-web3-bro,ayo web3 bro,Someone with no actual knowledge of basic computer principles.,Female,hair: brown; eyes: blue; teeth: gap tooth; clothing: sleeveless ankara top; accessories: green necklace; expression: terrified; strength: tolerant; weakness: illiterate;,c137ec2b-18cd-4c29-a194-af29ac9e6c1c,84fe4ca422dc92f4749cdbf3135fa7294837e45662ca903f86181a99565fd4b8
,98,phoebe-queen-bee,phoebe queen bee,"A self-centred woman, who only thinks about herself",Female,hair: brown flowing hair; eyes: blue; teeth: none; clothing: ankara top; accessories: none; expression: blank; strength: attractive; weakness: gullible;,1277e9c0-81dc-4747-89df-a9d2ae4fcf96,b88b6259a546e14a0742cf023e999c0fe5f0fac1767e8d37d1e75ce30b5462b6
,99,rachel-warri-babe,rachel warri babe,A highly disciplined woman.,Female,hair: red braids; eyes: white; teeth: none; clothing: yellow danshiki; accessories: none; expression: blank; strength: assertive; weakness: talkative;,19e6af3b-ef2d-46ba-ba05-59fb612ebbee,6ee5cf45249f3b897a6e94092e90d23324dfefd35e39e50f59be2f308907b197
,100,adun-preacher,adun preacher,A religious woman.,Female,hair: black short hair; eyes: blue; teeth: none; clothing: blue paisley print blouse; accessories: ankara bonnet & hookah;  expression: blank; strength: bold; weakness: fake ;,cc4dfedf-c343-48db-ad67-e39452ec2380,45667d3903e74f6fb01fbe5d7ca8fdf24962d00993b4acd95754d45aa9a3cd14
TEAM CHISEL,101,adebola-omo-oba,adebola omo oba,Adebola loves soft life with her fathers wealth.,Female,hair: brown; eyes: opened; teeth: white; clothing: ankara print ; accessories:none ; expression: staring; strength: bold; outspoken; weakness: pride;,fbf43611-f267-4cba-bf4b-a3ffdc122589,2d2619dd1558003e5887a381b18d271474fb28f41e454b1d69cf6d5d86dfaad7
,102,chichi-the-dancer,chichi the dancer,Chichi loves dancing and party.,Female,hair: black; eyes: blue;opened; teeth: none; clothing: ankara print; accessories: none; expression: shocked; strength: dancing; weakness: lovergirl;,e7c32b06-7022-49b4-bbe5-81e8c1d58583,2af89fd40a1ec8adbf2504998293d19fa8ce6f7d8d6cb93479272c244c86865d
,103,hammed-the-farmer,hammed the farmer,Hammed owns a farm with his family.,Male,hair: none; eyes: opened; teeth: none; clothing: brown and cream buba; accessories: nose mask; expression: innocent; strength: farming; weakness: drinking;,e57d8985-599e-49da-8d62-fc16b7ac93f2,985a6ad8ccff261632fd397a1dfc8b6998252bd2bd400fa554ab328b29ff54ae
,104,farida-the-tivlady,farida the tivlady,Farida is a beautiful Tiv woman.,Female,hair: brown; eyes: opened; teeth: none; clothing: ankara print; accessories: lipgloss; expression: cool; strength: cooking; weakness: multitasking;,31d3e229-003e-43c8-ba82-38f49cf58ccb,4dd065ca2a78538516d7cb95d1ea801e466ab3ba4c9a4a92b210efcc0e72734b
,105,hannah-the-singer,hannah the singer,Hannah loves singing and belongs to choir.,Female,hair: blonde; eyes: opened; teeth: none; clothing: flower print dress; accessories: earrings; expression: angry; strength: singing; weakness: reading;,281f5bd7-5282-458b-9811-e369980e7dee,7e9da5d97e17e65c279848aa8ab3db1521d08805bf052932e612c791f05ecdcb
,106,nonso-the-igbogirl,nonso the igbogirl,Nonso is a hardworking Igbo girl.,Female,hair: black; eyes: opened; teeth: none; clothing: leopard print blouse; accessories: none; expression: happy; strength: business; weakness: spending;,5cfa76df-8376-4505-af12-78af24f108d6,f593801bc5525d733efa2cc4bb505bb608ec80ef74d9db6ccd8521eb7ac63651
,107,shade-olori,shade olori,Shade loves soft life and makeup.,Female,hair: black; eyes: blue;opened; teeth: none; clothing: ankara print; accessories: none; expression: none; strength: makeup; weakness: sleeping;,1a07ca73-d39b-43e9-a0f1-ef9f5e57d3a9,cd5b10e95a1beff7e0b727ff5bf39391402f6280f0cb9a9b83b45ac0ba03a08e
,108,quadri-the-teacher,quadri the teacher,Quadri is a devoted teacher that teaches mathematics.,Male,hair: none; eyes: opened; teeth: none; clothing: yellow on blue jean; accessories: nose mask; expression: none; strength: teaching; weakness: talking;,d96a93e7-17a4-4efe-b09b-02185cc81ce8,8f316c2a61c34f1423c3a15ff9d6d8612ff9080b01ee7a84b4cc584336f6f51f
,109,Ifeanyi-the-dj,Ifeanyi the dj,Ifeanyi is a music dj that performs at events.,Male,hair: none; eyes: opened; teeth: opened; clothing: animal print; accessories: red cap; expression: none; strength: mixing songs; weakness: none;,030f665d-2cd7-4376-aef5-4030dad9f2d6,a3a0e8ad637eb07de3a621a65b40f14ffc05f67bc76ae3e6abfd3a99a155829f
,110,fayo-the-yorubademon,fayo the yorubademon,Fayo is a yoruba demon that breaks hearts.,Male,hair: bald; eyes: opened; teeth: none; clothing: africa print; accessories: mask; expression: none; strength: determined; weakness: steals;,e270e278-a9b5-408d-b527-d518239a997b,b6368394ed3d042863f85bfec4777bf7e9428694d61dcf1b34b4401054e455f0
,111,nkechi-the-actress,nkechi the actress,Nkechi is an internation actress that acts in hollywood.,Female,hair: purpule short hair; eyes: opened; teeth: none; clothing: native print; accessories: smoking; expression: rugged; strength: love; weakness: lie;,34b1136d-00b1-4f29-8a03-5b02291d47d5,8b4494c3b1b4fe19842415c892c8e67eec3a03f7065959dcd28252a2129dc9fe
,112,hamzat-the-mallam,hamzat the mallam,Hamsat is a mallam that changes money.,Male,hair: bald; eyes: opened; teeth: none; clothing: wrapper; accessories: none; expression: straight; strength: traditional; weakness: diabolic;,592eff9f-93b2-4452-a2ed-5d44ebc969db,a7e8f1dd338fb345e17db1822c4a0face02b93ca32903391bc5bc4f5db3606a2
,113,nnena-pretty-girl,nnena pretty girl,Nnena is beautiful girl that loves to talk about her beauty.,Female,hair: brown bob marley; eyes: open; teeth: covered; clothing: african print; accessories: sucker; expression: none; strength: giver; weakness: possesive;,d9477612-ad63-408e-8d12-24679c647b32,e2c52d1169b1e85c9f2d5657a25cc4c3e7a3beccec7e23c5aec7529dc7a3dc5b
,114,tunde-the-boss,tunde the boss,Tunde is a boss that orders her helps around.,Male,hair: capped; eyes: opened; teeth: white; clothing: native cloth; accessories: none; expression: none; strength: cooks well; weakness: bossy;,7635c4ee-04f6-4872-bfc9-37e5a73c8fc6,2f39b1e88d0caee2f9b84e6185d7561ed9fa4f6d52ca9b35acc1f7a18779c47e
,115,nnamdi-the-barber,nnamdi the barber,Nnamdi is a barber that does celebrity haircuts.,Male,hair: brown afro; eyes: open; teeth: smokey; clothing: africa print; accessories: none; expression: none; strength: determined; weakness: loves clubbing;,152758f3-9414-45a2-a809-95cb05a3de13,503adf20509a7f655261a2172abdabb0d197bc19c97b01aa36c6bdb1c65d4eae
,116,amaka-the-hypepriestess,amaka the hypepriestess,Amaka is a very hyper that she hypes in the clubs.,Female,hair: black hair; eyes: opened; teeth: open teeth; clothing: africa print; accessories: none; expression: laughing; strength: independent; weakness: insultive;,c7726e84-3c5c-4e66-8677-cbfb5c9ee850,0a63ed7aecd4f75fc8dd437abc6cc8104123e08e6c8a7e0f8ad3761e9300f022
,117,kemi-foodie,kemi foodie,Kemi loves food but cannot cook.,Female,hair: black har with scarf; eyes: partly opened; teeth: none; clothing: one hand style; accessories: none; expression: none; strength: can cook very well; weakness: dirtiness;,3116cb6f-14c4-4d5a-af57-54253b72a309,1ab68a7b575e3776d5e9d7784122506c13357a92e490fef83a71014aea97b4c8
,118,ada-the-fashionister,ada the fashionister,Ada loves fashion that she rarely repeats cloths.,Female,hair: brown afro; eyes: glasses; teeth: white; clothing: africa print; accessories: none; expression: smiling; strength: successful; weakness: too serious;,a14df1c1-7a5a-4a33-8780-0fb01c593da6,354d72205a3cddee300af62fe73e90ea3cdfa84a0ae9aeb0ece0dcd701b5afa9
,119,kayode-the-baller,kayode the baller,Kayode loves life and lives it.,Male,hair: bald; eyes: wide opened; teeth: none; clothing: yellow on jeans; accessories: none; expression: none; strength: swaggy; weakness: loves women;,fe17bfdc-c251-4654-8313-1ab793e11748,5ee80ea9794c5b38b9f48f6b158c79f5c958eae3fed2e84415a4bf0a1ee4efc6
,120,kola-of-lagos,kola of lagos,Kola is the life of the party everywhere he is.,Male,hair: bald; eyes: opened; teeth: none; clothing: native; accessories: none; expression: none; strength: intelligent; weakness: shy;,df295be1-1509-406e-a263-28a5dee0abca,81ceed35812b77856e2cb54eb2e25c0833cedc9f6030cceaad06496fa11a4c45
TEAM BRAINBOX,121,azikiwe-popular-trader,azikiwe popular trader,Azikiwe is a popular trader.,Male,hair: none; eyes: blue; teeth: none; clothings: purple and yellow; accessories: cap; expression: happy; strength:strong; weakness shy;,7ebde325-8efc-4997-811a-b5686269929e,a5c654ca37cbe1e3bedd609bcb30838d10ea8297199fa8787f77fbf527adf959
,122,obasanjo-funny-guy,obasanjo funny guy,Obasanjo is such a sweet guy.,Male,hair:none ;eyes: black;teeth:small open teeth; clothings: sleeveless yellow ankara; accessories:none; expression: serious face; strength:mild; weakness:anger;,c136a120-a339-4080-96ca-1c93845c5848,d66e85c9509572ab3c182e57118ca8bbe39728dea3b116c6de42ebc010496573
,123,yakubu-village-chief,yakubu village chief,Yakubu is the best village chieftain.,Male,hair:none ;eyes: blue;teeth:open white teeth; clothings: black isiagu; accessories:cap; expression:happy; strength:strong; weakness:impatience;,5b0c0d26-d204-4264-b579-081ff9df935b,8ba3e1a22976f7cbfe89fd353fa2f63ccbfe783668ce28584e8e16a731cd4ddd
,124,abacha-loves-smoking,abacha loves smoking,Abacha loves taking cigarettes.,Male,hair:cute braided hair ;eyes: black ball white eye; teeth:none; clothings: mixed colors ankara wear; accessories:none; expression:happy; strength:strong; weakness:anger;,8ac6d95f-0cf3-4f54-9cf2-be8834b3004c,b059dbfd52b70f1ecf65ce545757c0f0e6de56066084a32fda494c4872d40b91
,125,johnathan-good-leader,johnathan good leader,Johnathan is very progressive young man.,Male,hair:punk bearded man ;eyes: closed; teeth:none; clothings: white shirt and senator; accessories:cap; expression:bone face; strength:strong; weakness:pride;,241e3713-4ce3-48d0-827f-b282ae2db6c4,2a7cde0d17c8b9e6414232f07a8df6ca221743ab15272443ea944947c13483cc
,126,johnathan-genz-kid,johnathan genz kid,Johnathan is zealous.,Male,hair:none ;eyes: blue;teeth: white; clothings: yellow ankara wear; accessories: traditional cap; expression:happy; strength:strong; weakness:arrogance;,90c0ae09-a35f-42ad-b93c-dcf30169acd9,f42a494ceec9508b102b11f3eedeb82a88e2b69477bddf9a6f1a6151f3af020c
,127,eddy-the-community,eddy the community,Man of the people.,Male,hair:none ;eyes: blue; teeth:none; clothings: black isiagu wear; accessories: cap; expression: happy; strength: strong; weakness:emotional;,5cabf9d9-882b-459e-9253-8c07eb045e2d,2aeb8d7ca178694e22d1cf7a5e596ac009e0e766eb78d7da99f66aef8e4530c0
,128,olu-the-oba,olu the oba,Olu the great ruler.,Male,hair: purple braided hair ;eyes: black; teeth: none; clothings: mixed color traditional wear; accessories: none; expression: serious face; strength:mild; weakness:anger;,04c4b28a-aca0-44b1-a064-ed0d9d2a31ca,41f4c1b7dd0369ecc2452d8d12b53b21a86ef5f08451c49c20cddee9a5242eed
,129,edu-the-biggest-trader,edu the biggest trader,The biggest merchant in west coast.,Male,hair:none ;eyes: blue; teeth:closed; clothings: black and yellow collar native wear; accessories:cap; expression:happy; strength:strong; weakness:impatience;,48d1de5f-5f3f-46aa-b2fd-68420a8e802b,33b1cc12de67b38972ea09575d64303c4e69be4549836b99aa51eac89589b3c5
,130,james-importer-and-exporter,james importer and exporter,James is the sole importer and exporter of spare parts.,Male,hair:none ;eyes: blue;teeth:none; clothings: purple and yellow; accessories:cap; expression:happy; strength:strong; weakness:pride;,22541251-022f-480c-8c1e-cf754dce16d6,f99f5ea24180cd64c8382105c222c7c2f679870f87f77fec6c27cbf2b880a05f
,131,lanre-the-dreaded-guy,lanre the dreaded guy,Lanre has a great reputation.,Male,hair: none ;eyes: none; teeth:white; clothings: ankara; accessories:cap; expression: happy; strength:strong; weakness:anger;,66a054cd-5541-4000-98aa-8f2e9892d880,506c311ec77f7096328fec77da240882d90f86aa1ced1b44d8b3245c1ebf438b
,132,olamide-the-street-boy,olamide the street boy,Friendly street gang.,Male,hair:none ;eyes: white; teeth: none; clothings: green and blue; accessories: cap; expression: serious face; strength:strong; weakness:stubborn;,d50a35b1-b42e-4e0c-8dd8-9b892b56d371,1dfb63a7c8a34a8c6b163d270b8972e36e877ece46235aed3751e93215c22ded
,133,uche-peace-loving-man,uche peace loving man,Uche man of peace and discipline.,Male,hair: yellow ;eyes: blue;teeth:none; clothings: yellow; accessories:none; expression:happy; strength:strong; weakness:emotional;,6c9d6eae-2ea2-468c-a2c8-928aaafc084b,b7bacd68aea9821c8bb2fb0ad28047d54f80441e94ef72a6028e83818530fe37
,134,dave-the-tech-bro,dave the tech bro,Dave the web3 enthusiast.,Male,hair: none ;eyes: none; teeth:white; clothings: none; accessories:cap; expression: serious face; strength:strong; weakness:none;,c0857b11-bf0e-46a4-9108-b8eb93d83e74,b8b96e51bd4db58f0766201af06c9957f46b8ad18e972ec681b15ca8989be69a
,135,obi-the-biggest-humanitarian,obi the biggest humanitarian,Obi loves service to humanity.,Male,hair:none ;eyes: blue; teeth:white; clothings: brown; accessories:cap; expression:happy; strength: strong; weakness:none;,201a408c-7a2e-42d9-a62c-0136c885c211,4df78594c2327863c1835f5426cb4c5fc91c1f5fe3ccf9c35ff711d54fd494a2
,136,precious-the-emotional-girl,precious the emotional girl,Soft hearted and sensitive precious.,Female,hair:none ;eyes: white; teeth: white; clothings: yellow and blue; accessories:cap; expression:angry; strength:strong; weakness:none;,b6a41ff1-51ce-42f7-9933-85d0a22ced68,bee82cdf34f404e03736a581ac924047db28bfc6fd1ba5aa62505b8b0f880b7a
,137,ella-serious-minded,ella serious minded,Ella a dedicated young lady.,Female,hair: none ;eyes: white;teeth: white; clothings: black and yellow; accessories:cap; expression:happy; strength:strong; weakness:none;,04036447-f43e-4bfb-9503-f55c9064b14e,7d9326f9a5bfb28c7b48857adefd16a4fe724a05902bbb9d2e0b16d97d9b4efd
,138,cynthia-cute-eyes,cynthia cute eyes,Cynthia with a priceless cute eyes.,Female,hair:yellow ;eyes: blue;teeth:none; clothings: blue and yellow; accessories: none; expression: serious face; strength: mild; weakness:pride;,5d12847b-6d71-4691-8337-2e6ef3e283b2,af09ca7a4c2c43b8095883451c63b73caa25ff8fa80082c6963251bc44afea04
,139,mary-with-hair,mary with hair,Mary with her beautiful Afro.,Female,hair: none;eyes: none;teeth:none; clothings: casual ankara; accessories:cap; expression:scared; strength:sensitive; weakness: fearful;,98035e8b-6540-4464-8a3c-fdac9f07b168,20ea88ac20362ee96079e89674681da9b8d1aa77a7200933a2c3aca414a3e1c8
,140,ada-chewing-bubble-gum,ada chewing bubble gum,Ada always chewing gum.,Female,hair: none;eyes: none;teeth: white; clothings: traditional wear; accessories:cap; expression:sassy; strength:decisive; weakness: insensitive;,15309dc5-e483-4658-b503-db85ba2c1722,711fff0700501b1a0fc39b19c63f2076384c1fb81439b0801748fdf685591ada
TEAM PLUG,141,viganem-the-drummer-girl,viganem the drummer girl,Known for typically playing the drum for 5 hours per day without a break.,Female,hair: none;  eyes: none;  teeth: none;  clothing: ankara with drum patterns;  accessories: none;  expression: sumg;  strength: none;  weakness: none;,5a5a6f5c-39f3-4beb-ab74-60d3c7a90fd4,dbfd452c30736a47ed40a5556caa931a58c2162d98e67a4f9cbf87841de2b214
,142,lenusuka-the-big-woman,lenusuka the big woman,The lady that loves spending money and buying everybody asaobi.,Female,hair: purple;  eyes: none;  teeth: none;  clothing: black and blue ankara;  accessories: none;  expression: serious;  strength: none;  weakness: none;,e564a43a-ef77-487d-a88e-749d20a09fd8,089804eb3869cdfbf61c7dc37d48f37dece33f97f96ffdecae8dfdd53358ed65
,143,enepua-the-clout-queen,enepua the clout queen,The lady that travels all day and enjoys snapping food at restaurants.,Female,hair: purple;  eyes: none;  teeth: none;  clothing: black ankara with yellow and blue gear pattern;  accessories: none;  expression: chill; strength: none;  weakness: none;,6dc7e452-0626-4f4c-a28c-f5db3532e305,273ca2edf2979c5c2e263a4f83f3538ab6454a22c051b694b0dd2dd72f22070b
,144,usifong-queen-of-mushin,usifong queen of mushin,Changes her hair every 2 weeks and cannot finish one pure water.,Female,hair: brown afro;  eyes: none;  teeth: none;  clothing: black ankara with yellow; peach; and blue gear pattern;  accessories: none;  expression: unbothered;  strength: none;  weakness: none;,221263d0-8775-49f8-bbf8-4b08b49e1482,de8a21416046dedd8feb41f91dd3d39aceb5e8c3c58a572b47ca51371a180570
,145,akinyim-the-clown,akinyim the clown,"The most interesting christmas clown, known for dancing in prisons and hospitals on christmas eve.",Female,hair: burgundy dreadlocks;  eyes: none;  teeth: none;  clothing: kente blouse with asymmetric neckline;  accessories: none;  expression: off-standish;  strength: none;  weakness: none;,c1070dce-48a1-4ae8-b9a4-d070859a8377,c3b17e937aa59ec5cd8a3d2ff5fd9634d48250c57c3af1a711c2c7aab320f961
,146,zawadi-mr-sleep-everywhere,zawadi mr sleep everywhere,Likes sleeping in the weirdest places especially in clubs.,Male,hair: brown; eyes:none; teeth: none; clothing: kente agbada; accessories: none; expression: goofy; strength: none; weakness: none;,c22489fe-574b-47f3-9667-c9c798b2d4df,f31ed72ef0d240c3670939f0fed1918347da6bbf655198ea3b4f45eb91acf87e
,147,chepkirui-mr-self-love,chepkirui mr self love,Likes taking care of himself and spending on himself.,Male,hair: burgundy fila cap;  eyes: none;  teeth: none;  clothing: black and kente patterned agbada;  accessories: none;  expression: sleepy;  strength: none;  weakness:none;,1a91e778-d214-476b-a667-94e9ecb8b5ce,3f0efd326e465fbfb99d4d85b0e38df246b48d7d2842ad0748ca8b61d1b90bf8
,148,naserian-the-fear-fear-dancer,naserian the fear fear dancer,A timid and dancer who is always afraid of a large crowd of audience and yet his dance moves can raise the dead.,Male,hair: face; cap: turned to the side;  eyes: none;  teeth: none;  clothing: yellow and blue ankara;  accessories: none;  expression: warm;  strength: none;  weakness: none;,8177cf38-8284-4eb4-b19c-04473bcb3b5e,583b5b421a637eb9a6c8b8456f630d69d18c5256265e91a8320949a4db7c522b
,149,wawuda-the-ashawo-of-africa,wawuda the ashawo of africa,Brags about his body count and follows skirt anywhere.,Male,hair: blue cap;  eyes: none;  teeth: none;  clothing: green top with blue overalls;  accessories: none;  expression: fear;  strength: none; weakness: none;,0554bf35-f588-4009-aafc-ef875b878c29,6ddc7dd529da6532801bd88d867cd8cf1e32c890955344dab3da77c108404ffd
,150,kerubo-the-igbo-smoker,kerubo the igbo smoker,Loves only his igbo and is happy when he finds an old blunt.,Male,hair: brown;  eyes: none;  teeth: none;  clothing: brown shirt with dog pattern;  accessories: none;  expression: smirking   strength: none;  weakness: none;,33ba8e73-7949-4bc7-ba27-37ee1d573946,e8b2f700e035c8b9b3d382795be5e127290d74843934737581fdd72e788616f4
,151,rehema-the-olodo,rehema the olodo,Failed primary 5 eight times and like playing football after school.,Male,hair: teal cap with black and white stripes;  eyes: none;  teeth: none;  clothing: purple shirt with yellow accent;  accessories: none;  expression: euphoric;  strength: none;  weakness: none;,1fb33783-4898-48cf-8a73-f81afc71e1a8,45d7521f35028e97af1dab3e79beb5a293aa42ba7abafeb83532bfce6ea52972
,152,nekesa-the-brainbox,nekesa the brainbox,A proposed elite who cannot write a simple speech.,Male,hair: black and red hat;  eyes: none;  teeth: none;  clothing: monostrap black ankara with yellow and red patterns;  accessories: none; expression: playful;  strength: none;  weakness: none;,7ba909bd-19a1-454d-a86c-a45e85cb94a6,c7e903ec39d28fdfecbed9a2eac617690e655c0d2a4e9d33912dde755692bb9e
,153,kiokoli-the-slowrunner,kiokoli the slowrunner,Always running in every race but never making it to the first 5.,Male,hair: black and yellow cap;  eyes: none;  teeth: none;  clothing: maroon agbada with yellow accents;  accessories: none;  expression: clueless;  strength: none;  weakness: none;,d7027b6c-ae53-4cce-b80d-67aeb7ceb1ba,cd97f32f0163b0612dec4332f92ecf9afded51fead2f03efe3616fc75ef5372a
,154,adjuani-uncle-wire-wire,adjuani uncle wire wire,Mugu money spender that loves spending on women extravagantly.,Male,hair: red cap;  eyes: none;  teeth: none;  clothing: plain and patterned ankara shirt;  accessories: none;  expression: anxious;  strength: none; weakness: none;,36cd959f-d280-41f6-af76-765715c72527,04575de5b8f7e863c0efa5714e78ad79707433638b90773e208c4c987a17cba3
,155,ajobaru-a-creative-artist,ajobaru a creative artist,A lovely artist who is know for creating magical art pieces that can spark a smile.,Male,hair: black and yellow fila cap;  eyes: none;  teeth: none;  clothing: yelow kente shirt;  accessories: none;  expression: cheerful;  strength: none;  weakness: none;,9d262f55-73d7-4b95-9a82-42356dbb085c,4200d97dd354ffe233442d5df7fbfc526b30b49730bfe4b47077f7f63b64d2cc
,156,effiadem-the-fireman,effiadem the fireman,A retired military general who always loves shooting at sight.,Male,hair: brown;  eyes: none;  teeth: none;  clothing: black and kente agbada; accessories: none;  expression: high; strength: none;  weakness: none;,a4534fe0-b5ed-41ab-af72-1f2d0ff0fc64,6cbf1432d1d1427ba0c403ad092233ca159726755545933492f2ae37ad91ff19
,157,deladem-the-commandoo,deladem the commandoo,The nerd who has watched all war movies but cannot fight a kid.,Male,hair: burgundy cap;  eyes: none;  teeth: none;  clothing: black and kente agbada;  accessories: none;  expression: none;  strength: none;  weakness: none;,88106b92-da30-46ad-a3cc-d528683b9e33,5454b4926908333e9376703c28f1c7e5c4eca781902cf290bcb8efa5c2bc44f9
,158,dogbeda-the-monger,dogbeda the monger,A fisherman who pracitically live in the river.,Male,hair: orange and cream cap;  eyes: none;  teeth: none;  clothing: orange and blue denim;  accessories: none;  expression: unbothered;  strength: none;  weakness: none;,66a09968-cb92-4378-a588-49947f68c537,6f2501f6ff538a69c4d71a044c20957d1f2f9b3c410804105cb37a361fccd71e
,159,enyonyam-our-slay-mama,enyonyam our slay mama,Posts new pictures everyday and can snub for africa.,Male,hair: blue cap; eyes: none; teeth: none; clothing: green top with overall; accessories: none; expression: none; strength:none; weakness: none;,5e7c7f9d-d631-4759-9b27-cbaccd33d39f,8581d867bc3601ca32171d28fb496a10c08984fef12da2e86b8354f3dffb8533
,160,lumusi-pro-technician,lumusi pro technician,The electrician well known for wiring burnt buildings.,Male,hair: red hair; eyes: none; teeth: none; clothing: white top with blue overalls; accessories: none; expression: high; strength: none; weakness: none;,b07676a6-c611-410d-8426-46c9c525189a,6bff5c9ddf2eb44d6ac644ed2e998005cd77aee2dc8d588e6f2b2b6d18af7e89
TEAM HEADLIGHT,161,funmi-the-fashionist,funmi the fashionist,Funmi enjoys fashion and she always takes opportunity to showcase her wardrobe.,Female,hair: black hair; eyes: none; teeth: none; clothing: aso oke; expression: cool; accessories: head tye and eye glasses; strength: fashion; weakness: men;,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,b5430378646059b34575bf99041dc078834653723289e14824d43bbc5dde55aa
